cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,edible
279,6,0,9,0.37757825589901106,444,11,1.8042727086281731,0
191,6,0,9,0.05925913770124514,435,11,1.8042727086281731,0
184,6,0,10,0.00042569696083596866,408,11,0.9431945538974952,0
151,6,0,9,0.12377435526247026,373,11,0.9431945538974952,0
118,6,0,10,0.28293391436135323,346,11,0.9431945538974952,0
204,6,0,10,0.21131211276685588,383,11,0.8884502877862838,0
168,6,0,9,0.11979536628499819,425,11,1.8042727086281731,0
176,6,0,9,0.011511269971580253,406,11,0.9431945538974952,0
114,6,0,10,0.15162727810477478,385,11,0.8884502877862838,0
281,6,0,9,0.5805066937500868,425,11,0.8884502877862838,0
205,6,0,9,0.05130115974630099,452,11,0.8884502877862838,0
192,6,0,9,0.373599266921539,437,11,0.9431945538974952,0
240,6,0,9,0.08711206054354965,374,11,1.8042727086281731,0
209,6,0,10,0.46596740732506864,371,11,0.9431945538974952,0
194,6,0,10,0.01236266389325219,323,11,1.8042727086281731,0
190,6,0,9,0.03225760878061256,407,11,0.9431945538974952,0
194,6,0,9,0.04732217076882892,397,11,0.9431945538974952,0
256,6,0,9,0.04817356469050085,432,11,0.8884502877862838,0
179,6,0,10,0.0194692479265244,411,11,1.8042727086281731,0
171,6,0,10,0.20733312378938382,378,11,0.8884502877862838,0
224,6,0,10,0.2550809915190487,405,11,0.9431945538974952,0
186,6,0,9,0.14366930014983062,391,11,0.8884502877862838,0
243,6,0,9,0.19141716787949553,398,11,0.9431945538974952,0
286,6,0,9,0.14679689520563077,450,11,0.8884502877862838,0
243,6,0,10,0.5446957929528382,479,11,0.9431945538974952,0
277,6,0,10,0.07517509361113343,450,11,0.9431945538974952,0
269,6,0,9,0.14366930014983062,382,11,1.8042727086281731,0
205,6,0,10,0.21927009072180004,418,11,0.8884502877862838,0
283,6,0,9,0.0035532920166361052,470,11,0.9431945538974952,0
201,6,0,10,0.12377435526247026,352,11,0.8884502877862838,0
111,6,0,10,0.11894397236332625,374,11,0.9431945538974952,0
176,6,0,10,0.028278619803140486,384,11,0.8884502877862838,0
263,6,0,9,0.15560626708224684,320,11,1.8042727086281731,0
141,6,0,9,0.09592143242016575,355,11,1.8042727086281731,0
69,6,0,9,0.3983245947080434,306,11,1.8042727086281731,0
212,6,0,10,0.21529110174432797,311,11,1.8042727086281731,0
214,6,0,10,0.0720474985553333,421,11,1.8042727086281731,0
281,6,0,10,0.17067082907046321,446,11,1.8042727086281731,0
166,6,0,10,0.09592143242016575,365,11,1.8042727086281731,0
150,6,0,10,0.14366930014983062,403,11,1.8042727086281731,0
173,6,0,9,0.3903666167530992,396,11,0.9431945538974952,0
185,6,0,10,0.2025027408902398,406,11,0.8884502877862838,0
254,6,0,9,0.05130115974630099,430,11,0.8884502877862838,0
192,6,0,9,0.008383674915780117,425,11,1.8042727086281731,0
135,6,0,9,0.04021558673555671,369,11,0.9431945538974952,0
217,6,0,10,0.04817356469050085,387,11,1.8042727086281731,0
138,6,0,9,0.23916503560916041,409,11,1.8042727086281731,0
93,6,0,9,0.3306817820910181,337,11,0.9431945538974952,0
218,6,0,10,0.3855362338539552,405,11,0.8884502877862838,0
141,6,0,9,0.13969031117235856,423,11,0.9431945538974952,0
178,6,0,9,0.10302801645343795,428,11,1.8042727086281731,0
218,6,0,10,0.10700700543091003,503,11,1.8042727086281731,0
154,6,0,9,0.23120705765421626,471,11,0.9431945538974952,0
152,6,0,10,0.10700700543091003,428,11,0.9431945538974952,0
244,6,0,9,0.4929689362457012,454,11,1.8042727086281731,0
197,6,0,10,0.2621875755523209,465,11,0.8884502877862838,0
262,6,0,10,0.49694792522317327,447,11,1.8042727086281731,0
182,6,0,9,0.43015650652781995,372,11,0.9431945538974952,0
162,6,0,9,0.4818833632349569,325,11,0.8884502877862838,0
168,6,0,10,0.3585347049333226,306,11,0.8884502877862838,0
167,6,0,10,0.18345918992455137,395,11,1.8042727086281731,0
267,6,0,10,0.07602648753280537,398,11,1.8042727086281731,0
192,6,0,10,0.04732217076882892,415,11,0.9431945538974952,0
300,6,0,9,0.29799847634956955,433,11,0.8884502877862838,0
132,6,0,9,0.7484756247255858,298,11,0.9431945538974952,0
153,6,0,10,0.2232490796992721,442,11,0.9431945538974952,0
134,6,0,9,0.597274043581647,320,11,0.9431945538974952,0
193,6,0,10,0.11894397236332625,396,11,0.9431945538974952,0
195,6,0,9,0.31789342123692993,423,11,0.8884502877862838,0
229,6,0,10,0.21927009072180004,431,11,0.9431945538974952,0
262,6,0,10,0.23035566373254432,404,11,0.9431945538974952,0
200,6,0,10,0.373599266921539,432,11,1.8042727086281731,0
245,6,0,10,0.5216732530096777,405,11,0.8884502877862838,0
215,6,0,10,0.17152222299213515,366,11,0.8884502877862838,0
287,6,0,10,0.008383674915780117,430,11,0.9431945538974952,0
267,6,0,10,0.12292296134079832,390,11,1.8042727086281731,0
213,6,0,10,0.11979536628499819,389,11,0.8884502877862838,0
155,6,0,10,0.03225760878061256,377,11,0.8884502877862838,0
262,6,0,9,0.09507003849849381,376,11,0.9431945538974952,0
154,6,0,9,0.1953961568569676,398,11,0.8884502877862838,0
202,6,0,9,0.04419457571302878,396,11,0.9431945538974952,0
77,6,0,9,0.3983245947080434,382,11,0.8884502877862838,0
117,6,0,9,0.2550809915190487,290,11,1.8042727086281731,0
268,6,0,9,0.09904902747596588,432,11,0.8884502877862838,0
221,6,0,9,0.6131899994915354,366,11,0.8884502877862838,0
257,6,0,9,0.16669184009299115,426,11,1.8042727086281731,0
215,6,0,9,0.19141716787949553,422,11,0.8884502877862838,0
217,6,0,10,0.0879634544652216,425,11,0.8884502877862838,0
275,6,0,10,0.26303896947399286,377,11,0.9431945538974952,0
342,6,0,9,0.16669184009299115,461,11,1.8042727086281731,0
111,6,0,9,0.07119610463366136,418,11,0.8884502877862838,0
189,6,0,9,0.6251269664239516,318,11,1.8042727086281731,0
216,6,0,10,0.08711206054354965,367,11,0.8884502877862838,0
238,6,0,10,0.20335413481191175,383,11,0.9431945538974952,0
174,6,0,9,0.5336102199420939,316,11,1.8042727086281731,0
250,6,0,9,0.04817356469050085,421,11,0.8884502877862838,0
183,6,0,10,0.14679689520563077,396,11,0.8884502877862838,0
199,6,0,9,0.10700700543091003,412,11,0.8884502877862838,0
217,6,0,9,0.4420934734602362,383,11,1.8042727086281731,0
285,6,0,9,0.34972533305670656,446,11,0.9431945538974952,0
179,6,0,10,0.25820858657484885,399,11,1.8042727086281731,0
215,6,0,10,0.21046071884518394,488,11,0.9431945538974952,0
248,6,0,9,0.11581637730752611,388,11,0.8884502877862838,0
298,6,0,9,0.5614631427843984,391,11,0.8884502877862838,0
191,6,0,9,0.15077588418310284,420,11,1.8042727086281731,0
143,6,0,9,0.06408952060038915,441,11,1.8042727086281731,0
193,6,0,9,0.24229263066496054,399,11,0.8884502877862838,0
253,6,0,10,0.321872410214402,445,11,0.8884502877862838,0
197,6,0,10,0.4898413411899011,390,11,1.8042727086281731,0
158,6,0,9,0.36649268288826675,380,11,0.9431945538974952,0
156,6,0,9,0.18260779600287944,423,11,0.8884502877862838,0
143,6,0,10,0.5734001097168147,332,11,0.8884502877862838,0
218,6,0,10,0.34972533305670656,467,11,0.8884502877862838,0
125,6,0,10,0.4898413411899011,327,11,0.8884502877862838,0
219,6,0,9,0.08313307156607759,384,11,0.8884502877862838,0
172,6,0,10,0.0035532920166361052,405,11,0.8884502877862838,0
208,6,0,9,0.3068078482261857,314,11,0.9431945538974952,0
185,6,0,10,0.21443970782265603,424,11,0.9431945538974952,0
136,6,0,10,0.8360133822299715,339,11,0.8884502877862838,0
160,6,0,9,0.09592143242016575,371,11,0.8884502877862838,0
202,6,0,10,0.08313307156607759,402,11,0.9431945538974952,0
156,6,0,9,0.3983245947080434,332,11,0.9431945538974952,0
222,6,0,9,0.02742722588146855,399,11,0.9431945538974952,0
221,6,0,10,0.3068078482261857,439,11,1.8042727086281731,0
236,6,0,10,0.20648172986771188,440,11,1.8042727086281731,0
213,6,0,10,0.1357113221948865,444,11,1.8042727086281731,0
275,6,0,10,0.23035566373254432,437,11,0.9431945538974952,0
274,6,0,10,0.09592143242016575,466,11,1.8042727086281731,0
211,6,0,9,0.06721711565618929,421,11,1.8042727086281731,0
286,6,0,10,0.0720474985553333,423,11,1.8042727086281731,0
157,6,0,9,0.43015650652781995,336,11,1.8042727086281731,0
250,6,0,10,0.40941016771878763,388,11,1.8042727086281731,0
162,6,0,9,0.2590599804965208,334,11,0.8884502877862838,0
206,6,0,10,0.016341652870724265,361,11,1.8042727086281731,0
329,6,0,9,0.23035566373254432,473,11,0.8884502877862838,0
233,6,0,10,0.18260779600287944,487,11,1.8042727086281731,0
218,6,0,10,0.016341652870724265,443,11,1.8042727086281731,0
241,6,0,10,0.4651160134033967,533,11,1.8042727086281731,0
207,6,0,10,0.3505767269783785,354,11,1.8042727086281731,0
202,6,0,9,0.4062825726629875,394,11,1.8042727086281731,0
128,6,0,10,0.434135495505292,276,11,0.9431945538974952,0
215,6,0,10,0.24314402458663248,347,11,0.9431945538974952,0
241,6,0,9,0.36962027794406693,481,11,0.8884502877862838,0
211,6,0,9,0.2988498702712415,324,11,1.8042727086281731,0
261,6,0,9,0.3576833110116507,475,11,1.8042727086281731,0
139,6,0,9,0.16754323401466306,399,11,0.8884502877862838,0
254,6,0,9,0.1357113221948865,394,11,0.8884502877862838,0
212,6,0,10,0.27497593640640905,386,11,1.8042727086281731,0
269,6,0,10,0.13088093929574246,443,11,0.9431945538974952,0
122,6,0,10,0.3465977380009064,230,11,0.9431945538974952,0
188,6,0,9,0.11581637730752611,392,11,0.9431945538974952,0
203,6,0,10,0.321872410214402,432,11,0.9431945538974952,0
245,6,0,10,0.04817356469050085,416,11,1.8042727086281731,0
238,6,0,10,0.20335413481191175,415,11,0.9431945538974952,0
183,6,0,10,0.13969031117235856,388,11,0.8884502877862838,0
232,6,0,9,0.21529110174432797,366,11,0.9431945538974952,0
229,6,0,10,0.15162727810477478,357,11,0.9431945538974952,0
187,6,0,10,0.44124207953856426,454,11,0.9431945538974952,0
197,6,0,9,0.163564245037191,398,11,0.9431945538974952,0
260,6,0,10,0.05215255366797293,354,11,1.8042727086281731,0
117,6,0,9,0.3505767269783785,326,11,0.8884502877862838,0
194,6,0,10,0.31874481515860187,358,11,0.9431945538974952,0
128,6,0,10,0.12292296134079832,396,11,0.8884502877862838,0
177,6,0,9,0.18345918992455137,403,11,0.8884502877862838,0
164,6,0,9,0.01236266389325219,356,11,1.8042727086281731,0
103,6,0,9,0.4699463963025407,361,11,0.9431945538974952,0
180,6,0,9,0.4619884183475966,350,11,0.8884502877862838,0
141,6,0,10,0.3068078482261857,399,11,1.8042727086281731,0
199,6,0,10,0.0879634544652216,353,11,0.8884502877862838,0
243,6,0,9,0.15077588418310284,419,11,1.8042727086281731,0
107,6,0,10,0.1953961568569676,367,11,0.8884502877862838,0
240,6,0,10,0.16754323401466306,364,11,0.9431945538974952,0
122,6,0,9,0.434135495505292,368,11,0.8884502877862838,0
205,6,0,9,0.016341652870724265,404,11,0.8884502877862838,0
172,6,0,10,0.05925913770124514,366,11,1.8042727086281731,0
167,6,0,9,0.27497593640640905,374,11,0.9431945538974952,0
187,6,0,9,0.15560626708224684,349,11,0.9431945538974952,0
193,6,0,10,0.26303896947399286,393,11,0.8884502877862838,0
182,6,0,10,0.2590599804965208,396,11,1.8042727086281731,0
240,6,0,10,0.12775334423994233,392,11,0.8884502877862838,0
263,6,0,10,0.23916503560916041,318,11,0.9431945538974952,0
225,6,0,10,0.541568197897038,304,11,0.9431945538974952,0
171,6,0,9,0.09592143242016575,366,11,0.9431945538974952,0
154,6,0,9,0.02032064184819634,386,11,0.8884502877862838,0
194,6,0,9,0.23120705765421626,373,11,0.8884502877862838,0
224,6,0,9,0.3943456057305713,351,11,0.8884502877862838,0
119,6,0,9,0.2988498702712415,333,11,0.9431945538974952,0
217,6,0,9,0.27014555350726505,492,11,0.9431945538974952,0
210,6,0,9,0.09507003849849381,357,11,1.8042727086281731,0
201,6,0,9,0.31078683720365774,388,11,1.8042727086281731,0
257,6,0,9,0.5685697268176706,415,11,1.8042727086281731,0
227,6,0,10,0.4850109582907571,451,11,0.9431945538974952,0
105,6,0,9,0.47392538528001277,340,11,0.8884502877862838,0
208,6,0,9,0.5336102199420939,365,11,1.8042727086281731,0
252,6,0,9,0.6083596165923914,460,11,0.9431945538974952,0
167,6,0,9,0.2988498702712415,349,11,0.8884502877862838,0
127,6,0,10,0.163564245037191,415,11,0.8884502877862838,0
212,6,0,10,0.23433465271001638,435,11,1.8042727086281731,0
208,6,0,10,0.07119610463366136,410,11,0.9431945538974952,0
214,6,0,9,0.1109859944083821,456,11,0.9431945538974952,0
235,6,0,9,0.4173681456737318,455,11,0.8884502877862838,0
195,6,0,10,0.37757825589901106,400,11,0.8884502877862838,0
159,6,0,10,0.4571580354484525,443,11,1.8042727086281731,0
243,6,0,9,0.02032064184819634,413,11,0.8884502877862838,0
216,6,0,9,0.08711206054354965,438,11,0.8884502877862838,0
101,6,0,9,0.44607246243770826,294,11,0.8884502877862838,0
283,6,0,9,0.5088848921555895,441,11,0.8884502877862838,0
219,6,0,10,0.2900404983946254,434,11,0.8884502877862838,0
202,6,0,9,0.2025027408902398,419,11,0.8884502877862838,0
159,6,0,9,0.20335413481191175,373,11,0.8884502877862838,0
185,6,0,10,0.4062825726629875,377,11,1.8042727086281731,0
103,6,0,10,0.1953961568569676,387,11,1.8042727086281731,0
227,6,0,9,0.3457463440792345,492,11,1.8042727086281731,0
311,6,0,10,0.4173681456737318,468,11,1.8042727086281731,0
95,6,0,10,0.6251269664239516,282,11,1.8042727086281731,0
140,6,0,9,0.05215255366797293,428,11,0.9431945538974952,0
170,6,0,10,0.5495261758519822,260,11,1.8042727086281731,0
138,6,0,9,0.055280148723773063,389,11,0.8884502877862838,0
144,6,0,9,0.6728748341536165,299,11,1.8042727086281731,0
1048,2,5,0,0.6481495063671121,1975,10,0.9431945538974952,0
928,2,5,9,0.5606117488627265,1710,0,1.8042727086281731,0
1296,2,5,0,0.21443970782265603,2003,0,0.9431945538974952,0
540,2,5,9,0.1317323332174144,1673,0,0.9431945538974952,0
1009,2,5,0,0.9465736796775176,2064,10,0.9431945538974952,0
847,2,5,9,0.0194692479265244,1742,10,0.9431945538974952,0
678,2,5,9,0.023448236903996476,1501,0,0.9431945538974952,0
909,2,5,0,0.2940194873720975,1924,10,1.8042727086281731,0
1206,5,5,0,0.7317082748940257,1997,10,0.9431945538974952,0
1034,5,5,0,0.5725487157951427,2027,0,0.9431945538974952,0
909,5,5,0,0.6123386055698634,2039,10,0.9431945538974952,0
1207,5,5,0,0.9545316576324617,2204,10,0.9431945538974952,0
903,2,5,0,0.4452210685160363,2038,10,0.9431945538974952,0
845,5,5,0,0.7913931095561068,1915,10,0.9431945538974952,0
996,2,5,0,0.6043806276149193,1953,0,0.9431945538974952,0
1127,5,5,0,0.5606117488627265,1859,10,0.9431945538974952,0
1196,5,5,9,0.46909500238086876,2019,0,0.9431945538974952,0
1075,2,5,9,1.2091869521906744,2277,0,0.9431945538974952,0
883,5,5,9,0.17862880702540737,1748,10,1.8042727086281731,0
727,2,5,9,0.23433465271001638,1882,10,1.8042727086281731,0
645,5,5,0,0.03140621485894062,1864,10,1.8042727086281731,0
1113,5,5,0,0.5327588260204219,1823,0,0.9431945538974952,0
1210,5,5,9,0.6362125394346959,1976,0,0.9431945538974952,0
1061,2,5,0,0.5606117488627265,1902,10,0.9431945538974952,0
1270,2,5,0,0.8351619883082996,2066,10,1.8042727086281731,0
1171,2,5,0,0.6720234402319445,2124,0,1.8042727086281731,0
812,5,5,9,0.4014521897638435,1745,0,1.8042727086281731,0
716,5,5,0,0.19454476293529566,1956,10,0.9431945538974952,0
996,5,5,9,0.16271285111551906,2077,10,0.9431945538974952,0
959,5,5,0,0.31789342123692993,2034,0,0.9431945538974952,0
1141,5,5,0,0.4452210685160363,1776,10,1.8042727086281731,0
1277,5,5,9,1.3723255002670296,2180,10,0.9431945538974952,0
1016,2,5,9,1.0181954812720149,2216,10,0.9431945538974952,0
696,5,5,9,0.2184186968001281,1772,10,1.8042727086281731,0
962,2,5,9,0.9028048009253248,1933,0,0.9431945538974952,0
954,2,5,0,0.7595611977363301,2094,0,0.9431945538974952,0
765,2,5,9,0.4133891566962597,1847,0,0.9431945538974952,0
888,5,5,9,0.695897374096777,1905,10,0.9431945538974952,0
814,5,5,0,0.06721711565618929,1868,10,0.9431945538974952,0
916,5,5,9,0.2621875755523209,2030,10,1.8042727086281731,0
773,5,5,9,0.7197713079616094,2003,10,1.8042727086281731,0
846,2,5,0,0.07119610463366136,1675,10,1.8042727086281731,0
873,2,5,0,0.33380937714681824,1996,10,0.9431945538974952,0
1126,5,5,0,0.36962027794406693,1984,0,1.8042727086281731,0
883,5,5,9,0.5725487157951427,1884,10,0.9431945538974952,0
798,2,5,0,0.3457463440792345,1974,0,0.9431945538974952,0
1101,2,5,0,0.4452210685160363,2045,10,1.8042727086281731,0
984,5,5,9,0.6680444512544724,1896,10,1.8042727086281731,0
938,2,5,9,0.3855362338539552,2016,0,1.8042727086281731,0
934,5,5,9,0.962489635587406,2110,10,1.8042727086281731,0
986,5,5,0,0.6600864732995283,1904,0,0.9431945538974952,0
741,5,5,0,0.5805066937500868,1931,10,1.8042727086281731,0
944,5,5,9,0.4651160134033967,1857,10,0.9431945538974952,0
1115,5,5,0,0.5526537709077823,1834,0,0.9431945538974952,0
1240,2,5,0,0.966468624564878,1968,0,1.8042727086281731,0
914,5,5,9,0.3298303881693462,1806,0,0.9431945538974952,0
1206,2,5,0,1.0540063820692636,2153,10,1.8042727086281731,0
958,5,5,9,0.5049059031781175,1991,0,0.9431945538974952,0
1244,2,5,9,1.1296071726412331,2067,0,0.9431945538974952,0
950,5,5,0,0.5685697268176706,1872,10,1.8042727086281731,0
878,5,5,9,0.6322335504572237,1914,10,1.8042727086281731,0
795,2,5,0,0.011511269971580253,1668,10,0.9431945538974952,0
1013,2,5,9,0.14679689520563077,1958,10,1.8042727086281731,0
1073,5,5,9,0.9585106466099339,1921,0,0.9431945538974952,0
1038,5,5,0,0.8152670434209391,2056,10,0.9431945538974952,0
811,2,5,0,0.2621875755523209,1808,10,0.9431945538974952,0
1132,5,5,0,0.7317082748940257,1912,0,0.9431945538974952,0
1082,2,5,0,0.9823845804747663,2226,0,0.9431945538974952,0
1166,2,5,9,0.9704476135423501,2126,0,0.9431945538974952,0
1070,2,5,0,0.3258513991918741,1733,10,1.8042727086281731,0
693,5,5,0,0.07119610463366136,1828,0,0.9431945538974952,0
799,5,5,0,0.2184186968001281,1847,0,0.9431945538974952,0
918,5,5,9,0.17067082907046321,1999,0,0.9431945538974952,0
1059,5,5,9,0.6481495063671121,1921,0,0.9431945538974952,0
1105,2,5,9,0.6242755725022796,1991,10,1.8042727086281731,0
868,2,5,9,0.1317323332174144,1559,0,1.8042727086281731,0
794,5,5,9,0.5327588260204219,2113,0,1.8042727086281731,0
1248,2,5,9,1.2609138088978116,2066,0,1.8042727086281731,0
950,2,5,9,0.9226997458126852,2158,0,0.9431945538974952,0
689,2,5,9,0.06011053162291708,1713,0,1.8042727086281731,0
1324,2,5,0,0.7675191756912743,2065,10,0.9431945538974952,0
871,2,5,0,1.1495021175285933,2073,10,0.9431945538974952,0
927,2,5,9,0.18743817890202344,1738,10,1.8042727086281731,0
1007,5,5,0,0.5208218590880057,1908,0,1.8042727086281731,0
892,5,5,9,0.34972533305670656,1888,10,1.8042727086281731,0
1064,5,5,0,0.7595611977363301,2169,0,1.8042727086281731,0
554,5,5,0,0.09904902747596588,1625,0,1.8042727086281731,0
998,5,5,9,0.5725487157951427,2043,10,1.8042727086281731,0
1130,5,5,0,0.807309065465995,1841,10,0.9431945538974952,0
1003,2,5,0,0.9346367127451014,1840,0,1.8042727086281731,0
949,5,5,9,0.4492000574935084,1861,10,1.8042727086281731,0
1015,2,5,9,0.38951522283142725,1966,10,0.9431945538974952,0
1372,5,5,9,1.233060886055507,2120,0,0.9431945538974952,0
1018,5,5,9,1.0778803159340962,2092,10,0.9431945538974952,0
1046,2,5,0,0.8192460323984113,1941,0,1.8042727086281731,0
1044,2,5,9,0.48898994726822914,1855,0,1.8042727086281731,0
1022,2,5,9,0.9306577237676293,1983,10,0.9431945538974952,0
954,5,5,0,0.6083596165923914,1881,10,0.9431945538974952,0
657,5,5,0,0.7754771536462185,2073,0,0.9431945538974952,0
1029,5,5,0,0.5844856827275589,1897,0,1.8042727086281731,0
1070,5,5,9,0.7993510875110509,2047,0,0.9431945538974952,0
816,5,5,0,0.699876363074249,1841,10,0.9431945538974952,0
850,5,5,0,0.45317904647098045,1926,10,1.8042727086281731,0
888,2,5,0,0.4770529803358129,1841,0,1.8042727086281731,0
776,2,5,0,0.9505526686549897,2044,0,0.9431945538974952,0
1119,2,5,0,0.8510779442181878,1930,10,1.8042727086281731,0
782,5,5,9,0.06408952060038915,1630,0,1.8042727086281731,0
1098,5,5,9,0.8829098560379645,2014,10,0.9431945538974952,0
794,2,5,0,0.015490258949052328,1815,10,0.9431945538974952,0
962,5,5,9,1.0022795253621266,1993,0,0.9431945538974952,0
885,5,5,0,0.6760024292094166,2112,0,0.9431945538974952,0
891,5,5,9,0.5526537709077823,1791,0,1.8042727086281731,0
1195,5,5,9,0.3656412889665948,1843,0,0.9431945538974952,0
1111,5,5,9,1.0181954812720149,2320,0,1.8042727086281731,0
1032,5,5,9,0.38951522283142725,1900,0,0.9431945538974952,0
942,2,5,9,0.3855362338539552,1986,10,1.8042727086281731,0
941,2,5,0,0.11894397236332625,1924,0,0.9431945538974952,0
976,2,5,9,0.45317904647098045,1851,10,0.9431945538974952,0
1000,2,5,0,0.3377883661242903,1949,10,1.8042727086281731,0
864,2,5,9,0.4173681456737318,1955,0,0.9431945538974952,0
999,5,5,0,0.373599266921539,2063,0,1.8042727086281731,0
1190,5,5,9,0.9147417678577411,2116,10,0.9431945538974952,0
1212,5,5,0,0.6799814181868887,1709,0,0.9431945538974952,0
1129,2,5,9,0.1865867849803515,1954,0,1.8042727086281731,0
1028,5,5,9,0.6362125394346959,2085,0,0.9431945538974952,0
622,5,5,0,0.28293391436135323,1714,10,1.8042727086281731,0
821,5,5,0,0.2542295975973768,1912,0,0.9431945538974952,0
861,5,5,0,0.5049059031781175,1804,10,1.8042727086281731,0
599,5,5,0,0.3855362338539552,2036,10,0.9431945538974952,0
822,5,5,0,0.695897374096777,1911,10,0.9431945538974952,0
723,2,5,0,0.08711206054354965,1795,10,1.8042727086281731,0
955,2,5,9,0.4173681456737318,2133,0,1.8042727086281731,0
809,5,5,0,0.9386157017225735,1931,10,1.8042727086281731,0
876,5,5,9,0.5924436606825031,1766,10,1.8042727086281731,0
952,5,5,9,0.7237502969390814,1906,10,0.9431945538974952,0
1084,2,5,9,0.7317082748940257,1949,0,1.8042727086281731,0
1430,2,5,0,0.8908678339929086,2158,0,0.9431945538974952,0
922,2,5,9,0.6083596165923914,1873,0,0.9431945538974952,0
959,5,5,0,0.03140621485894062,1851,10,0.9431945538974952,0
630,5,5,9,0.0879634544652216,1766,10,1.8042727086281731,0
1050,2,5,0,0.44124207953856426,1837,10,0.9431945538974952,0
1015,5,5,9,0.7038553520517211,1865,0,0.9431945538974952,0
1296,2,5,9,0.8192460323984113,2005,0,1.8042727086281731,0
738,2,5,9,0.13969031117235856,1734,0,1.8042727086281731,0
1042,2,5,9,0.5844856827275589,1981,10,1.8042727086281731,0
1006,5,5,9,0.5526537709077823,2209,10,0.9431945538974952,0
1048,5,5,9,0.699876363074249,1896,10,0.9431945538974952,0
734,5,5,0,0.1476482891273027,1605,0,0.9431945538974952,0
1089,5,5,0,0.8192460323984113,2054,0,1.8042727086281731,0
875,5,5,0,0.5208218590880057,1935,0,1.8042727086281731,0
1074,5,5,9,0.3537043220341786,1832,0,0.9431945538974952,0
1109,2,5,0,0.9585106466099339,2204,10,1.8042727086281731,0
724,2,5,9,0.17067082907046321,1899,10,1.8042727086281731,0
937,5,5,0,0.158733862138047,1840,0,1.8042727086281731,0
817,5,5,0,0.19852375191276772,1962,10,1.8042727086281731,0
844,2,5,0,0.699876363074249,2068,0,1.8042727086281731,0
809,2,5,9,0.07517509361113343,1835,0,0.9431945538974952,0
1045,2,5,9,1.233060886055507,2292,0,0.9431945538974952,0
613,5,5,0,0.48103196931328496,2038,10,0.9431945538974952,0
892,2,5,0,0.20335413481191175,1804,0,1.8042727086281731,0
945,2,5,0,0.3815572448764831,1938,0,0.9431945538974952,0
1095,2,5,0,1.1296071726412331,2336,0,0.9431945538974952,0
978,5,5,0,0.27014555350726505,1851,0,0.9431945538974952,0
1265,2,5,9,0.863014911150604,2136,10,1.8042727086281731,0
740,5,5,9,0.5088848921555895,1881,10,0.9431945538974952,0
693,2,5,0,0.007532280994108179,1770,0,1.8042727086281731,0
970,5,5,9,0.6481495063671121,2093,10,0.9431945538974952,0
1118,5,5,9,1.014216492294543,2114,10,1.8042727086281731,0
883,2,5,0,0.05925913770124514,1690,10,1.8042727086281731,0
757,2,5,9,0.14679689520563077,1865,0,1.8042727086281731,0
948,5,5,0,0.9943215474071825,2230,10,0.9431945538974952,0
1088,2,5,9,0.863014911150604,2091,0,0.9431945538974952,0
1038,2,5,0,0.31391443225945787,1890,0,1.8042727086281731,0
727,2,5,0,0.48898994726822914,1754,0,0.9431945538974952,0
791,2,5,9,0.640191528412168,1943,0,0.9431945538974952,0
1082,2,5,0,0.44124207953856426,1893,10,1.8042727086281731,0
647,2,5,0,0.13883891725068662,1802,10,1.8042727086281731,0
965,5,5,0,0.5685697268176706,2174,10,0.9431945538974952,0
1279,2,5,9,1.1136912167313446,2329,10,0.9431945538974952,0
1118,2,5,0,1.0380904261593753,1992,10,1.8042727086281731,0
855,5,5,0,0.23831364168748848,2113,10,1.8042727086281731,0
871,5,5,0,0.4651160134033967,1826,0,0.9431945538974952,0
1116,2,5,9,0.9704476135423501,1969,10,1.8042727086281731,0
952,2,5,9,0.17152222299213515,1499,0,1.8042727086281731,0
962,2,5,0,0.9823845804747663,2176,0,0.9431945538974952,0
546,5,5,0,0.02429963082566841,1483,10,1.8042727086281731,0
969,5,5,0,0.5168428701105336,2001,0,0.9431945538974952,0
1337,2,5,9,0.9465736796775176,2195,10,0.9431945538974952,0
1118,2,5,0,0.03140621485894062,1888,10,1.8042727086281731,0
1095,5,5,9,0.4014521897638435,1812,0,1.8042727086281731,0
838,2,5,9,0.48103196931328496,1917,10,1.8042727086281731,0
1107,2,5,9,0.7317082748940257,1966,0,1.8042727086281731,0
741,2,5,9,0.46909500238086876,1973,0,1.8042727086281731,0
797,5,5,0,0.7714981646687463,1988,0,1.8042727086281731,0
582,2,5,0,0.4062825726629875,1584,0,1.8042727086281731,0
936,2,5,9,0.6362125394346959,1851,10,1.8042727086281731,0
968,2,5,0,0.5248008480654778,1904,0,0.9431945538974952,0
547,2,5,9,0.16271285111551906,2154,10,0.9431945538974952,0
748,5,5,0,0.8152670434209391,2029,0,1.8042727086281731,0
885,5,5,0,0.3377883661242903,2036,0,1.8042727086281731,0
925,5,5,9,1.014216492294543,2109,0,1.8042727086281731,0
1332,5,5,9,0.8908678339929086,2176,10,0.9431945538974952,0
979,2,5,0,0.5446957929528382,1769,10,1.8042727086281731,0
836,2,5,0,0.9187207568352131,2128,0,1.8042727086281731,0
1272,5,5,0,0.5168428701105336,1995,0,1.8042727086281731,0
1064,2,5,0,0.8431199662632437,2186,10,1.8042727086281731,0
958,5,5,0,0.36166229998912275,1781,10,0.9431945538974952,0
819,2,5,0,0.5844856827275589,1874,0,0.9431945538974952,0
