projectId;department;documentType;title;progress;views;project_card_sizeKb
142145;Минпромторг России;Проект постановления Правительства Российской Федерации;Об определении уполномоченного органа, ответственного за выдачу документов, подтверждающих предназначение колес ходовых для производства грузовой техники;0.5;104;0.467773438
142146;Минкомсвязь России;Проект постановления Правительства Российской Федерации;Об утверждении Положения о функционировании базы данных перенесенных абонентских номеров и предоставлении доступа к ее ресурсам;0.5;168;0.418945313
142143;Минэкономразвития России;Проект постановления Правительства Российской Федерации;О внесении изменений в Правила предоставления и распределения субсидий из федерального бюджета бюджетам субъектов Российской Федерации на осуществление государственной поддержки региональных программ по проектированию туристского кода центра города;0.5;86;0.654296875
142139;Минэкономразвития России;Проект постановления Правительства Российской Федерации;О внесении изменений в Правила предоставления и распределения субсидий из федерального бюджета бюджетам субъектов Российской Федерации на осуществление государственной поддержки региональных программ по проектированию туристского кода центра города;1;76;0.6640625
142140;Ространснадзор;Проект ведомственного акта;Об утверждении Перечня должностей федеральной государственной гражданской службы в Федеральной службе по надзору в сфере транспорта и ее территориальных органах, при назначении на которые граждане и при замещении которых федеральные государственные гражданские служащие обязаны представлять сведения о своих доходах, об имуществе и обязательствах имущественного характера, а также сведения о доходах, об имуществе и обязательствах имущественного характера своих супруги (супруга) и несовершеннолетних детей;0.5;72;0.578125
142142;Росреестр;Проект ведомственного акта;О внесении изменений в приказы Федеральной службы государственной регистрации, кадастра и картографии в сфере предоставления сведений из Единого государственного реестра недвижимости от 4 сентября 2020 г. № П/0329, от 8 апреля 2021 г. № П/0149;0.5;139;0.534179688
142138;Минобрнауки России;Проект ведомственного акта;Об определении регламента работы комиссии по проведению конкурсного отбора на получение персональных стипендий имени Н.Г. Басова для аспирантов федерального государственного бюджетного учреждения науки Физического института им. П.Н. Лебедева Российской академии наук, имеющих значительные достижения в области лазерной физики;0.5;91;0.572265625
142137;Минцифры России;Проект ведомственного акта;"О внесении изменений в классификатор программ для электронных вычислительных машин и баз данных, утвержденный приказом Министерства цифрового развития, связи и массовых коммуникаций Российской Федерации 
от 22 сентября 2020 г. № 486";0.5;334;0.536132813
142136;ГФС России;Проект ведомственного акта;О внесении изменений в Порядок уведомления представителя нанимателя (непосредственного начальника) лицами начальствующего состава органов федеральной фельдъегерской связи и федеральными государственными гражданскими служащими Государственной фельдъегерской службы Российской Федерации о возникновении личной заинтересованности при исполнении служебных (должностных) обязанностей, которая приводит или может привести к конфликту интересов, утвержденный приказом Государственной фельдъегерской службы Российской Федерации от 31 марта 2016 г. № 90;0.5;70;0.564453125
142133;Минфин России;Проект постановления Правительства Российской Федерации;О внесении изменений в Правила предоставления сведений, содержащихся в едином федеральном информационном регистре, содержащем сведения о населении Российской Федерации, в том числе перечень указанных сведений и сроки их предоставления;0.571429;337;0.602539063
142134;Минэкономразвития России;Проект ведомственного акта;О внесении изменений в приказ Минэкономразвития России от 5 апреля 2016 г. № 211;0.571429;323;0.278320313
142132;Минэкономразвития России;Проект федерального закона;"Проект федерального закона ""О технологической политике в Российской Федерации""";0.571429;650;0.28515625
142131;Минэкономразвития России;Проект ведомственного акта;Об утверждении формата и структуры предоставления в таможенные органы информации о включении юридических лиц в единый реестр резидентов Особой экономической зоны в Калининградской области и об исключении резидентов из единого реестра резидентов указанной особой экономической зоны;0.571429;120;0.591796875
142129;Минэкономразвития России;Проект ведомственного акта;Об утверждении формата и структуры представления сведений о регистрации лица в качестве участника Особой экономической зоны в таможенный орган в электронной форме в рамках информационного взаимодействия в автоматизированном режиме без направления запросов о представлении указанных сведений;0.571429;111;0.596679688
142127;Минобрнауки России;Проект постановления Правительства Российской Федерации;"Проект постановления Правительства Российской Федерации 
«О внесении изменений в Правила управления принадлежащими Российской Федерации правами на результаты интеллектуальной деятельности, в том числе правами на результаты интеллектуальной деятельности, непосредственно связанные с обеспечением обороны 
и безопасности»";0.571429;141;0.642578125
142128;Минэкономразвития России;Проект ведомственного акта;Об утверждении формата и структуры представления сведений о регистрации лица в качестве участника Особой экономической зоны в таможенный орган в электронной форме в рамках информационного взаимодействия в автоматизированном режиме без направления запросов о представлении указанных сведений;0.571429;129;0.596679688
142122;Генеральная прокуратура Российской Федерации;Проект ведомственного акта;Приказ Генерального прокурора Российской Федерации «Об утверждении Инструкции о порядке приема на службу (назначения на должность) начальников подразделений прокуратур субъектов Российской Федерации, старших помощников и помощников прокуроров субъектов Российской Федерации, осуществляющих надзор за законностью исполнения уголовных наказаний»;0;101;0.59765625
142125;Минспорт России;Проект ведомственного акта;"проект приказа Минспорта России ""Об утверждении порядка распределения и расходования средств, полученных общероссийскими спортивными федерациями и профессиональными спортивными лигами в виде целевых отчислений от азартных игр, направляемых на финансирование мероприятий по развитию профессионального спорта, детско-юношеского спорта и массового спорта""";0.571429;155;0.571289063
142126;Минздрав России;Проект ведомственного акта;Об установлении минимального количества баллов единого государственного экзамена по общеобразовательным предметам, соответствующим специальности или направлению подготовки, по которым проводится прием на обучение в образовательных организациях, находящихся в ведении Министерства здравоохранения Российской Федерации, на 2024 год;0.571429;324;0.578125
142124;Минсельхоз России;Проект ведомственного акта;Об установлении ограничения промышленного рыболовства леща в реках Новгородской области в 2023 году;0.571429;92;0.305664063
142123;Минсельхоз России;Проект ведомственного акта;Об установлении ограничения промышленного рыболовства берша в Волгоградском водохранилище в границах Волгоградской области в 2023 году;0.571429;83;0.37109375
142120;Генеральная прокуратура Российской Федерации;Проект ведомственного акта;Приказ Генерального прокурора Российской Федерации «О внесении изменений в приказ Генерального прокурора Российской Федерации от 29.08.2022 № 479 и Инструкцию о порядке приема на службу (назначения на должность), увольнения (освобождения от должности) прокуроров закрытых административно-территориальных образований, прокуроров по надзору за исполнением законов на особо режимных объектах, природоохранных прокуроров, приравненных к прокурорам городов и районов, утвержденную этим приказом»;0;88;0.576171875
142121;Минобрнауки России;Проект ведомственного акта;Проект приказа Минобрнауки России «Об утверждении порядка приема на обучение по образовательным программам высшего образования – программам бакалавриата, программам специалитета, программам магистратуры»;0.275862;2097;0.506835938
142117;Минвостокразвития России;Проект ведомственного акта;О внесении изменения в пункт 3 перечня должностей, замещаемых на основании трудового договора в организациях, созданных для выполнения задач, поставленных перед Минвостокразвития России, при назначении на которые граждане и при замещении которых работники обязаны представлять сведения о своих доходах, расходах, об имуществе и обязательствах имущественного характера, а также сведения о доходах, расходах, об имуществе и обязательствах имущественного характера своих супруги (супруга) и несовершеннолетних детей, утвержденного приказом Минвостокразвития России от 28 сентября 2021 г. № 194;0.571429;99;0.587890625
142119;Минфин России;Проект постановления Правительства Российской Федерации;О внесении изменений в постановление Правительства Российской Федерации от 17 марта 2022 г. № 391;0.571429;210;0.342773438
142115;МВД России;Проект ведомственного акта;"О внесении изменений в Порядок представления в системе Министерства внутренних дел Российской Федерации материалов, свидетельствующих о наличии обстоятельств, являющихся основанием для принятия (отмены) решения о нежелательности пребывания (проживания) иностранного гражданина или лица без гражданства в Российской Федерации 
и их рассмотрения, утвержденный приказом МВД России от 8 августа 2022 г. № 593";0.571429;115;0.569335938
142114;МВД России;Проект ведомственного акта;"О внесении изменений в Порядок депортации иностранных граждан и лиц без гражданства Министерством внутренних дел Российской Федерации и его территориальными органами, утвержденный приказом МВД России от 24 апреля 
2020 г. № 239";0.571429;114;0.516601563
142113;Минобрнауки России;Проект ведомственного акта;"Проект приказа Министерства науки и высшего образования 
Российской Федерации «О признании утратившими силу приказов Министерства науки и высшего образования Российской Федерации 
от 10 декабря 2020 г. № 1517, от 15 ноября 2021 г. № 1025»";0.571429;143;0.538085938
142112;Минсельхоз России;Проект ведомственного акта;"О внесении изменений в перечень (наименования) сельскохозяйственной техники, машин и оборудования, приобретаемых акционерным обществом «Росагролизинг», г. Москва, для передачи по договорам финансовой аренды (лизинга), заключаемым на льготных (специальных) условиях, утвержденный приказом 
Минсельхоза России от 7 февраля 2020 г. № 50";0.571429;123;0.567382813
142110;Минприроды России;Проект ведомственного акта;Об утверждении Порядка осуществления на основании проектной документации, предусмотренной статьей 232 Закона Российской Федерации от 21 февраля 1992 г. № 2395-1 «О недрах», строительства и эксплуатации подземных сооружений, не связанных с добычей полезных ископаемых, в том числе для размещения углекислого газа (за исключением подземных сооружений для захоронения отходов производства и потребления I - V классов опасности), пользователями недр, осуществляющими разведку и добычу полезных ископаемых или по совмещенной лицензии геологическое изучение, разведку и добычу полезных ископаемых (за исключением общераспространенных полезных ископаемых), в границах предоставленных им в соответствии с Законом Российской Федерации от 21 февраля 1992 г. № 2395-1 «О недрах» участков недр;0.32;151;0.564453125
142107;ФСБ России;Проект постановления Правительства Российской Федерации;О внесении изменений в постановление Правительства Российской Федерации от 27 мая 2017 г. № 638;1;214;0.342773438
142116;Минэкономразвития России;Проект постановления Правительства Российской Федерации;О внесении изменений в Положение о Министерстве экономического развития Российской Федерации;0.571429;160;0.3671875
142111;Минспорт России;Проект ведомственного акта;Квалификационные требования к спортивным судьям по виду спорта «гольф»;0.571429;71;0.264648438
142109;Минспорт России;Проект ведомственного акта;Квалификационные требования к спортивным судьям по виду спорта «смешанное боевое единоборство (ММА)»;0.571429;97;0.318359375
142108;МВД России;Проект ведомственного акта;О медико-психологической реабилитации сотрудников органов внутренних дел Российской Федерации;0.571429;139;0.288085938
142106;Минфин России;Проект ведомственного акта;О внесении изменений в приложение к требованиям к формату и объему предоставления сведений о государственной регистрации актов гражданского состояния, предусмотренных позициями 88 – 93 перечня документов и сведений, находящихся в распоряжении отдельных федеральных органов исполнительной власти и необходимых для предоставления государственных и муниципальных услуг исполнительным органам государственной власти субъектов Российской Федерации и органам местного самоуправления, утвержденного распоряжением Правительства Российской Федерации от 1 ноября 2016 г. № 2326-р, утвержденным приказом Министерства финансов Российской Федерации от 14 декабря 2020 г. № 305н;0.571429;244;0.5625
142103;Минсельхоз России;Проект постановления Правительства Российской Федерации;О внесении изменения в пункт 7 Положения об осуществлении государственного мониторинга водных биологических ресурсов и применении его данных;0.571429;150;0.439453125
142102;Минпросвещения России;Проект ведомственного акта;Об утверждении Порядка уведомления представителя нанимателя федеральными государственными гражданскими служащими Министерства просвещения Российской Федерации о возникновении личной заинтересованности при исполнении должностных обязанностей, которая приводит или может привести к конфликту интересов;0.571429;116;0.588867188
142104;Минфин России;Проект федерального закона;О внесении изменений в статью 136 Бюджетного кодекса Российской Федерации;0.571429;261;0.263671875
142101;Минкомсвязь России;Проект постановления Правительства Российской Федерации;О внесении изменений в Положение о лицензировании деятельности в области оказания услуг связи;0.444444;232;0.35546875
142100;Минэнерго России;Проект постановления Правительства Российской Федерации;О внесении изменений в некоторые акты Правительства Российской Федерации в связи с принятием Федерального закона от 04 августа 2023 г. № 489-ФЗ «О внесении изменений в Федеральный закон «Об электроэнергетике;0.148148;153;0.547851563
142099;Минтранс России;Проект постановления Правительства Российской Федерации;Об утверждении Требований к компетентным в области автономного судоходства организациям;0.384615;391;0.340820313
142098;Минтранс России;Проект постановления Правительства Российской Федерации;Об утверждении Требований к компетентным в области автономного судоходства организациям;0.384615;168;0.340820313
142097;Минпромторг России;Проект постановления Правительства Российской Федерации;О проведении на территории Российской Федерации эксперимента по осуществлению государственного контроля (надзора) за соблюдением обязательных требований в отношении отдельных видов продукции;0.407407;535;0.53515625
142094;Минцифры России;Проект постановления Правительства Российской Федерации;"О внесении изменений в Правила использования федеральной государственной информационной системы ""Единая система идентификации и аутентификации в инфраструктуре, обеспечивающей информационно-технологическое взаимодействие информационных систем, используемых для предоставления государственных и муниципальных услуг в электронной форме""";0.785714;3245;0.633789063
142093;Минцифры России;Проект постановления Правительства Российской Федерации;Об утверждении Правил идентификации и (или) аутентификации лиц, обратившихся к провайдеру хостинга в целях получения вычислительной мощности для размещения информации в информационной системе, постоянно подключенной к информационно-телекоммуникационной сети «Интернет»;1;1180;0.645507813
142092;Минобрнауки России;Проект ведомственного акта;Об утверждении Примерного положения об оплате труда работников федеральных государственных бюджетных и автономных учреждений, подведомственных Министерству науки и высшего образования Российской Федерации, по виду экономической деятельности «Научные исследования и разработки»;0.785714;340;0.576171875
142091;Минобрнауки России;Проект ведомственного акта;Об утверждении Примерного положения об оплате труда работников федеральных государственных бюджетных и автономных учреждений, подведомственных Министерству науки и высшего образования Российской Федерации, по виду экономической деятельности «Образование»;0.785714;348;0.576171875
142089;Росавиация;Проект ведомственного акта;Выдача документа, подтверждающего соответствие юридического лица, индивидуального предпринимателя, осуществляющих техническое обслуживание подлежащих обязательной сертификации беспилотных авиационных систем и (или) их элементов, гражданских воздушных судов, авиационных двигателей, воздушных винтов, за исключением легких, сверхлегких гражданских воздушных судов, не осуществляющих коммерческих воздушных перевозок и авиационных работ, требованиям федеральных авиационных правил;1;223;0.577148438
142090;Минтруд России;Проект ведомственного акта;"Приказ Минтруда России ""О внесении изменений в Правила обращения за пенсией за выслугу лет федеральных государственных гражданских служащих, ее установления, проведения проверок документов, необходимых для ее установления, утвержденные приказом Министерства труда и социальной защиты Российской Федерации от 22 мая 2017 г. № 436н """;0.785714;275;0.5703125
142088;Минкомсвязь России;Проект постановления Правительства Российской Федерации;О внесении изменений в Положение о порядке изготовления, ввоза в Российскую Федерацию и использования на территории Российской Федерации радиоэлектронных средств (высокочастотных устройств);1;256;0.541015625
142087;Минтруд России;Проект ведомственного акта;Об утверждении методики оценки эффективности услуг по комплексной реабилитации и абилитации детей-инвалидов;0.785714;250;0.3203125
142084;Минтруд России;Проект ведомственного акта;Об утверждении медицинских показаний и противопоказаний для получения услуг по комплексной реабилитации и абилитации детей-инвалидов, включая случаи, требующие сложных видов реабилитации;0.785714;339;0.463867188
142083;Минстрой России;Проект постановления Правительства Российской Федерации;О внесении изменения в государственную программу Российской Федерации «Обеспечение доступным и комфортным жильем и коммунальными услугами граждан Российской Федерации»;1;280;0.498046875
142085;ФАС России;Проект ведомственного акта;О внесении изменений в Порядок расчета показателей ЦАБрт, ЦНСД, ЦДТрт, ТАБм, ТДТм, ЦКЕРрт, а также расчета средних за налоговый период оптовых цен реализации в Российской Федерации автомобильного бензина АИ-92 класса 5 и дизельного топлива класса 5, утвержденный приказом ФАС России от 19 сентября 2022 г. № 664/22;0.55;247;0.555664063
142082;Минтруд России;Проект ведомственного акта;Об утверждении методики определения целевых реабилитационных групп детей-инвалидов в зависимости от преимущественного вида стойких расстройств функций организма и ограничений жизнедеятельности;0.785714;247;0.478515625
142081;Минтруд России;Проект ведомственного акта;Об утверждении формы сведений о результатах оказания услуг по комплексной реабилитации и абилитации детей-инвалидов, о фактически оказанных услугах и об объеме таких услуг для оценки эффективности их проведения;0.785714;223;0.504882813
142080;Минтруд России;Проект ведомственного акта;Об утверждении Порядка информационного обмена документами при приобретении комплексной реабилитации и абилитации в пользу детей-инвалидов в рамках реализации пилотного проекта по оказанию услуг по комплексной реабилитации и абилитации детей-инвалидов;0.785714;208;0.58203125
142078;Минтруд России;Проект ведомственного акта;"Об утверждении регламента работы и взаимодействия участников пилотного проекта по оказанию услуг по комплексной реабилитации и абилитации 
детей-инвалидов в рамках деятельности рабочей группы по осуществлению контроля за ходом реализации пилотного проекта по оказанию услуг 
по комплексной реабилитации и абилитации детей-инвалидов, входящей 
в состав межведомственной комиссии по контролю за соответствием организаций, предоставляющих услуги по реабилитации и абилитации 
детей-инвалидов в пилотных регионах, и федеральных учреждений, предоставляющих услуги по реабилитации и абилитации детей-инвалидов, подведомственных Министерству труда и социальной защиты Российской Федерации, критериям соответствия данных организаций и федеральных учреждений условиям для предоставления услуг по комплексной реабилитации и абилитации детей-инвалидов в пилотных регионах";0.785714;225;0.577148438
142077;Минтруд России;Проект ведомственного акта;О признании утратившим силу приказа Министерства труда и социальной защиты Российской Федерации от 16 ноября 2012 г. № 536н «Об условиях оплаты труда работников региональных отделений Фонда социального страхования Российской Федерации» и внесенных в него изменений;0.785714;221;0.568359375
142075;Минобрнауки России;Проект ведомственного акта;Об утверждении Примерного положения об оплате труда работников федеральных государственных бюджетных и автономных учреждений, подведомственных Министерству науки и высшего образования Российской Федерации, по виду экономической деятельности «Образование»;1;291;0.5859375
142074;Минюст России;Проект постановления Правительства Российской Федерации;О внесении изменения в форму справки о смерти гражданина, утвержденную постановлением Правительства Российской Федерации от 01.09.2023 № 1421;0.785714;267;0.420898438
142073;Минпромторг России;Проект постановления Правительства Российской Федерации;О внесении изменения в постановление Правительства Российской Федерации от 31 мая 2023 г. № 894;0.55;393;0.348632813
142071;Минэнерго России;Проект постановления Правительства Российской Федерации;О внесении изменения в пункт 11.2 постановления Правительства Российской Федерации от 31 декабря 2020 г. № 2467;1;342;0.37890625
142072;Минздрав России;Проект ведомственного акта;О внесении изменений в Номенклатуру должностей медицинских работников и фармацевтических работников, утвержденную приказом Министерства здравоохранения Российской Федерации от 2 мая 2023 г. № 205н;0.785714;656;0.4765625
142070;Росреестр;Проект постановления Правительства Российской Федерации;О внесении изменения в пункт 3 Правил определения размера платы по соглашению об установлении сервитута в отношении земельных участков, находящихся в федеральной собственности;0.571429;111;0.487304688
142067;Минфин России;Проект ведомственного акта;О внесении изменений в коды (перечни кодов) бюджетной классификации Российской Федерации на 2023 год (на 2023 год и на плановый период 2024 и 2025 годов), утвержденные приказом Министерства финансов Российской Федерации от 17 мая 2022 г. № 75н;0.785714;291;0.53125
142068;ФСО России;Проект ведомственного акта;Об установлении зоны охраняемых объектов (г. Санкт-Петербург, Адмиралтейский район);0.785714;199;0.264648438
142066;Минэнерго России;Проект постановления Правительства Российской Федерации;О внесении изменений в некоторые акты Правительства Российской Федерации в части особенностей энергоснабжения объектов, на которых осуществляется майнинг цифровых валют;0.578947;580;0.501953125
142065;Минэнерго России;Проект ведомственного акта;Об определении видов и перечней особо ценного движимого имущества федеральных государственных бюджетных и автономных учреждений, находящихся в ведении Министерства энергетики Российской Федерации;0.785714;213;0.486328125
142064;ФСО России;Проект ведомственного акта;Об установлении зоны охраняемого объекта (г. Санкт-Петербург, Невский район);0.785714;192;0.250976563
142063;Минсельхоз России;Проект ведомственного акта;Об установлении запрета промышленного рыболовства плотвы в Красноярском водохранилище в 2023 году;0.785714;185;0.303710938
142062;Минприроды России;Проект ведомственного акта;Об утверждении Положения о государственном природном заповеднике «Приволжская лесостепь»;0.785714;200;0.29296875
142061;ФСО России;Проект ведомственного акта;Об установлении зоны охраняемого объекта (г. Санкт-Петербург, Центральный район, кадастровый квартал 78:31:0103101);0.785714;188;0.310546875
142060;Минсельхоз России;Проект ведомственного акта;"Об утверждении перечня техники, машин и оборудования, финансирование которых возможно за счет бюджетных инвестиций в уставной капитал АО ""Росагролизинг""";0.785714;194;0.416015625
142058;Минэкономразвития России;Проект постановления Правительства Российской Федерации;О внесении изменений в некоторые акты Правительства Российской Федерации;0.785714;354;0.330078125
142059;ФСО России;Проект ведомственного акта;Об установлении зоны охраняемых объектов (г. Санкт-Петербург, Центральный район);0.785714;183;0.258789063
142057;Минцифры России;Проект ведомственного акта;"Об утверждении форм справок, предоставляемых российскими организациями, осуществляющими деятельность в области информационных технологий, в соответствии постановлением Правительства Российской Федерации от 30 сентября 2022 г. № 1729 «Об утверждении Положения о государственной аккредитации российских организаций, осуществляющих деятельность
в области информационных технологий»";0.785714;416;0.571289063
142056;Минпромторг России;Проект постановления Правительства Российской Федерации;О проведении на территории Российской Федерации эксперимента по маркировке средствами идентификации пищевых растительных масел, упакованных в потребительскую упаковку;0.785714;467;0.4921875
