projectId,department,document_type,title,progress,views,project_card_size_Kb
145975,Минпросвещения России,Проект ведомственного акта,"Приказ Минпросвещения России ""Об утверждении федерального государственного образовательного
стандарта среднего профессионального образования по специальности 08.02.01 Строительство и эксплуатация зданий и сооружений""",1,239,0.5390625
145974,Минпросвещения России,Проект ведомственного акта,"Приказ Минпросвещения России ""Об утверждении федерального государственного образовательного
стандарта среднего профессионального образования по профессии 08.01.04 Кровельщик""",1,220,0.4619140625
145973,Минфин России,Распоряжение правительства РФ,"О внесении изменений в утвержденные формы утверждении и утверждении новых форм уведомлений в рамках перевода пенсионных накоплений, учитываемых на пенсионном счете накопительной пенсии застрахованного лица, в состав пенсионных резервов в качестве единовременного взноса по договору долгосрочных сбережений",1,249,0.5888671875
145972,Минэкономразвития России,Проект федерального закона,О внесении изменений в статью 32 Закона Российской Федерации «О защите прав потребителей» и Федеральный закон «Об основах туристской деятельности в Российской Федерации»,1,734,0.458984375
145970,Росавиация,Проект ведомственного акта,"Об утверждении Административного регламента Федерального агентства воздушного транспорта по предоставлению государственной услуги «Обязательная сертификация аэродромов, предназначенных для осуществления коммерческих воздушных перевозок на самолетах пассажировместимостью более чем двадцать человек, а также аэродромов, открытых для выполнения международных полетов гражданских воздушных судов»",1,177,0.5888671875
145971,Минобороны России,Проект ведомственного акта,"Об учреждении почетного звания Министерства обороны Российской Федерации ""Почетный специалист кадровой работы""",0,276,0.345703125
145969,Росавиация,Проект ведомственного акта,Приказ об установлении приаэродромной территории аэродрома гражданской авиации Ульяновск (Баратаевка),1,149,0.3125
145967,Росфинмониторинг,Проект Указа Президента Российской Федерации,О внесении изменений в некоторые акты Президента Российской Федерации по вопросам федеральной государственной гражданской службы,1,198,0.4072265625
145966,Минобрнауки России,Проект ведомственного акта,"Об установлении и распределении квот на стипендии Правительства Российской Федерации для студентов (курсантов, слушателей) организаций, осуществляющих образовательную деятельность, обучающихся по образовательным программам высшего образования по очной форме по специальностям или направлениям подготовки, соответствующим приоритетным направлениям модернизации и технологического развития российской экономики, на 2024/25 учебный год",1,201,0.59375
145964,Росреестр,Проект ведомственного акта,"Об установлении требований к российским геоинформационным технологиям, геоинформационным системам и геоинформационным средствам, и их разработчикам",1,803,0.3955078125
145965,Минобрнауки России,Проект ведомственного акта,"Об установлении и распределении квот на стипендии Президента Российской Федерации обучающимся по образовательным программам высшего образования, имеющим государственную аккредитацию, по очной форме обучения по специальностям или направлениям подготовки, соответствующим приоритетным направлениям модернизации и технологического развития российской экономики, на 2024/25 учебный год",1,187,0.5869140625
145963,Минюст России,Проект ведомственного акта,О внесении изменений в некоторые приказы Минюста России в сфере деятельности иностранных агентов,1,235,0.306640625
145962,Минэнерго России,Проект ведомственного акта,"Об утверждении Административного регламента Министерства энергетики Российской Федерации по предоставлению государственной услуги «Принятие решений об утверждении документации по планировке территории, предназначенной для размещения объектов энергетики или объектов трубопроводного транспорта федерального значения, об утверждении изменений в такую документацию, об отмене такой документации, о признании отдельных частей такой документации не подлежащими применению»",1,251,0.5869140625
145960,Минкультуры России,Проект постановления Правительства Российской Федерации,О признании утратившими силу некоторых актов и отдельных положений некоторых актов Правительства Российской Федерации,1,215,0.4111328125
145958,Ростехнадзор,Проект ведомственного акта,"Об утверждении Административного регламента Федеральной службы по экологическому, технологическому и атомному надзору по предоставлению государственной услуги «Ведение государственного реестра саморегулируемых организаций в области энергетического обследования»",1,146,0.59765625
145957,Минцифры России,Проект постановления Правительства Российской Федерации,"О внесении изменения в перечень должностных лиц, за подписью которых телеграммы категорий «Президент Российской Федерации», «Председатель Правительства Российской Федерации», «высшая правительственная» и «правительственная» передаются в приоритетном порядке",0,227,0.6669921875
145955,Минприроды России,Проект ведомственного акта,Об утверждении Положения о национальном парке «Черский» имени А.В. Андреева,1,216,0.2744140625
145956,ФСБ России,Проект ведомственного акта,"Об утверждении Порядка возмещения военнослужащим, проходящим военную службу по призыву в органах федеральной службы безопасности, расходов по уплате государственной пошлины за подачу жалобы (заявления) в суд по вопросам, связанным с прохождением военной службы",0,209,0.5830078125
145953,Росреестр,Проект ведомственного акта,"Об утверждении Правил формирования списков граждан, имеющих право быть принятыми в члены жилищно-строительных кооперативов, создаваемых в соответствии с Федеральным законом от 24 июля 2008 г. № 161-ФЗ «О содействии развитию жилищного строительства»",1,229,0.5654296875
145954,Минприроды России,Проект постановления Правительства Российской Федерации,О внесении изменения в постановление Правительства Российской Федерации от 1 декабря 2022 г. № 2200,1,366,0.3642578125
145951,Минприроды России,Проект постановления Правительства Российской Федерации,О внесении изменения в постановление Правительства Российской Федерации от 1 декабря 2022 г. № 2200,1,305,0.3759765625
145950,Минобрнауки России,Проект постановления Правительства Российской Федерации,"Проект постановления Правительства Российской Федерации ""О целевом обучении по образовательным программам среднего профессионального и высшего образования""",0,1079,0.4892578125
145948,Минкультуры России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 26 апреля 2018 г. № 505,1,205,0.3642578125
145946,Росреестр,Проект ведомственного акта,"Приказ ""Об утверждении Инструкции о порядке организации командирования федеральных государственных гражданских служащих и работников, замещающих должности, не являющиеся должностями федеральной государственной гражданской службы центрального аппарата и территориальных органов Федеральной службы государственной регистрации, кадастра и картографии за пределы территории Российской Федерации""",1,213,0.572265625
145947,Минтранс России,Проект ведомственного акта,"Об утверждении требований к размещению, хранению и использованию укладок, наборов, комплектов и аптечек для оказания первой помощи пострадавшим на железнодорожном транспорте при оказании услуг по перевозкам пассажиров",0.952381,173,0.5322265625
145945,"Госкорпорация ""Росатом""",Проект постановления Правительства Российской Федерации,"О внесении изменений в перечень эксплуатирующих организаций, на которые распространяется действие Федерального закона ""Устав о дисциплине работников организаций, эксплуатирующих особо радиационно опасные и ядерно опасные производства и объекты в области использования атомной энергии""",1,178,0.654296875
145943,Минтруд России,Проект ведомственного акта,"Об утверждении профессионального стандарта «Специалист по эксплуатации, ремонту и техническому обслуживанию (текущему содержанию) технологического оборудования, зданий и сооружений производственных участков объектов железнодорожной инфраструктуры»",1,167,0.58984375
145942,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Специалист по разработке и внедрению в производство технологических процессов на железнодорожном транспорте»,1,162,0.4150390625
145941,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Специалист по организации и проведению поездных испытаний тормозов и контроля за управлением тормозами в поездах на железнодорожном транспорте»,1,159,0.4775390625
145939,Минюст России,Проект ведомственного акта,"О внесении изменения в Административный регламент предоставления государственной услуги по государственной регистрации актов гражданского состояния органами, осуществляющими государственную регистрацию актов гражданского состояния на территории Российской Федерации, утвержденный приказом Министерства юстиции Российской Федерации от 28.12.2018 № 307",1,231,0.5869140625
145940,ФМБА России,Проект ведомственного акта,"Об установлении предельного уровня соотношения среднемесячной заработной платы руководителей, заместителей руководителя и главных бухгалтеров федеральных бюджетных и казенных учреждений, подведомственных Федеральному медико-биологическому агентству, 
и среднемесячной заработной платы работников этих учреждений (без учета заработной платы руководителя, заместителей руководителя и главного бухгалтера)",1,177,0.587890625
145938,Минюст России,Проект постановления Правительства Российской Федерации,О внесении изменения в постановление Правительства Российской Федерации от 23.04.2003 № 231,1,272,0.3408203125
145944,Минпромторг России,Проект постановления Правительства Российской Федерации,Об утверждении правил и критериев включения организаций народных художественных промыслов в перечень организаций народных художественных промыслов,0.785714,226,0.4560546875
145937,ФНС России,Проект ведомственного акта,"Об утверждении формы, порядка ее заполнения, формата и порядка представления сведений, предусмотренных пунктом 10 статьи 408 Налогового кодекса Российской Федерации",1,247,0.4189453125
145934,Минэнерго России,Проект ведомственного акта,"Об утверждении Административного регламента Министерства энергетики Российской Федерации по предоставлению государственной услуги «Предоставление информации, содержащейся в реестре объектов топливно-энергетического комплекса»",1,224,0.5556640625
145933,Минцифры России,Проект постановления Правительства Российской Федерации,"О внесении изменения в пункт 1 Положения о федеральной государственной информационной системе ""Единый портал государственных и муниципальных услуг (функций)""",1,477,0.4736328125
145932,Центральный банк Российской Федерации,Проект ведомственного акта,"О формах заявлений (требований) кредиторов негосударственного пенсионного фонда по обязательствам, возникшим из пенсионных договоров, договоров долгосрочных сбережений, о досрочном прекращении обязательств и выплате выкупной суммы или переводе ее в другой негосударственный пенсионный фонд в связи с реорганизацией негосударственного пенсионного фонда и инструкциях по их заполнению",1,214,0.6279296875
145935,Минприроды России,Проект ведомственного акта,Об утверждении Положения о ботаническом саде федерального значения «Ботанический сад Санкт-Петербургского Государственного лесотехнического университета имени С.М. Кирова»,1,209,0.4541015625
145929,Минфин России,Проект постановления Правительства Российской Федерации,О приостановлении действия пункта 26.5 и внесении изменения в пункт 26.9 Положения о мерах по обеспечению исполнения федерального бюджета,1,276,0.427734375
145928,Минфин России,Проект постановления Правительства Российской Федерации,О приостановлении действия пункта 4 Положения о мерах по обеспечению исполнения федерального бюджета и внесении изменения в постановление Правительства Российской Федерации от 29 декабря 2023 г. № 2369,1,279,0.541015625
145927,Минтранс России,Проект ведомственного акта,Об утверждении Правил регистрации прав на строящиеся суда в морских портах,1,177,0.26953125
145926,Минстрой России,Проект ведомственного акта,О признании утратившим силу приказа Министерства строительства и жилищно-коммунального хозяйства Российской Федерации от 30 ноября 2020 г. № 734/пр,1,897,0.3935546875
145923,Минстрой России,Проект постановления Правительства Российской Федерации,О внесении изменений и признании утратившими силу отдельных положений некоторых актов Правительства Российской Федерации,1,593,0.4111328125
145922,Минприроды России,Проект постановления Правительства Российской Федерации,О внесении изменений в некоторые акты Правительства Российской Федерации,1,375,0.326171875
145920,Россельхознадзор,Проект ведомственного акта,"О внесении изменений в Порядок включения жилых помещений, переданных в оперативное управление Федеральной службе по ветеринарному и фитосанитарному надзору, ее территориальным органам, а также закрепленных на праве оперативного управления за федеральными государственными бюджетными учреждениями и федеральным казенным предприятием, подведомственными Федеральной службе по ветеринарному и фитосанитарному надзору, в специализированный жилищный фонд, исключения жилых помещений из специализированного жилищного фонда, а также предоставления жилых помещений, включенных в специализированный жилищный фонд, в пользование федеральным государственным гражданским служащим Федеральной службы по ветеринарному и фитосанитарному надзору, ее территориальных органов, работникам федеральных государственных бюджетных учреждений и федерального казенного предприятия, подведомственных Федеральной службе по ветеринарному и фитосанитарному надзору, утвержденный приказом Россельхознадзора от 29 июля 2019 г. № 745",1,199,0.580078125
145921,Минтранс России,Проект ведомственного акта,"Об установлении Порядка и сроков проведения аттестации работников железнодорожного транспорта, производственная деятельность которых связана с движением поездов и маневровой работой на железнодорожных путях общего пользования, а также порядка формирования аттестационной комиссии",1,235,0.59375
145925,ФАС России,Проект постановления Правительства Российской Федерации,"Об установлении случаев представления информации о повышении цен на продукцию, поставляемую по государственному оборонному заказу, и о внесении изменения в Положение о государственном регулировании цен на продукцию, поставляемую по государственному оборонному заказу",1,295,0.6337890625
145919,МВД России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 30 декабря 2011 г. № 1223,1,356,0.3515625
145918,Минздрав России,Проект федерального закона,О внесении изменений в статью 149 части второй Налогового кодекса Российской Федерации,0,419,0.2958984375
145917,Минздрав России,Проект постановления Правительства Российской Федерации,"Об установлении норматива финансовых затрат в месяц на одного гражданина, получающего государственную социальную помощь в виде социальной услуги по обеспечению в соответствии со стандартами медицинской помощи по рецептам врача (фельдшера) лекарственными препаратами для медицинского применения, медицинскими изделиями, а также специализированными продуктами лечебного питания для детей-инвалидов, в 2024 году",0,390,0.6533203125
145915,Минтруд России,Проект ведомственного акта,О внесении изменений в некоторые приказы Министерства труда и социальной защиты Российской Федерации по вопросам осуществления выплаты средств пенсионных накоплений застрахованным лицам,1,250,0.4736328125
145916,Минтруд России,Проект постановления Правительства Российской Федерации,О внесении изменений в некоторые акты Правительства Российской Федерации (по вопросам осуществления выплаты средств пенсионных накоплений застрахованным лицам),0,590,0.490234375
145913,Минпросвещения России,Проект ведомственного акта,"Приказ Минпросвещения России ""О внесении изменений в Порядок и условия выдачи медали «За особые успехи в учении» I и II степеней, утвержденные приказом Министерства просвещения Российской Федерации от 29 сентября 2023 г. № 730""",1,322,0.54296875
145908,Минздрав России,Проект постановления Правительства Российской Федерации,О внесении изменения в постановление Правительства Российской Федерации от 18 июля 2023 г. № 1164,1,368,0.35546875
145911,Минэкономразвития России,Проект федерального закона,Проект федерального закона «О приостановлении действия пункта 4 статьи 3 Федерального закона «О Всероссийской переписи населения»,1,280,0.3876953125
145907,Минцифры России,Проект постановления Правительства Российской Федерации,О подготовке и проведении конференции «Цифровая индустрия промышленной России»,1,177,0.333984375
145906,Минпросвещения России,Проект ведомственного акта,"О внесении изменений в некоторые приказы Министерства просвещения Российской Федерации, касающиеся федеральных образовательных программ начального общего образования, основного общего образования и среднего общего образования",1,10703,0.5634765625
145905,Минцифры России,Проект постановления Правительства Российской Федерации,О подготовке и проведении конференции «Цифровая индустрия промышленной России»,1,195,0.333984375
145904,Минздрав России,Проект постановления Правительства Российской Федерации,Об утверждении Правил ведения государственного реестра курортного фонда Российской Федерации,1,457,0.3603515625
145903,Минэнерго России,Проект ведомственного акта,"Об утверждении Административного регламента Министерства энергетики Российской Федерации по предоставлению государственной услуги «Согласование проекта планировки территории, предусматривающего строительство, реконструкцию линейного объекта федерального значения, линейного объекта регионального значения или линейного объекта местного значения, в соответствии с которым необходима реконструкция существующих линейного объекта или линейных объектов, утверждение проекта планировки которых отнесено к полномочиям Министерства энергетики Российской Федерации»",1,284,0.5869140625
145902,ФНС России,Проект ведомственного акта,"Об утверждении формы, порядка ее заполнения и формата представления сведений, предусмотренных пунктом 8.1 статьи 85 Налогового кодекса Российской Федерации, в электронной форме",1,731,0.4404296875
145901,Минэнерго России,Проект ведомственного акта,"Об утверждении Административного регламента Министерства энергетики Российской Федерации по предоставлению государственной услуги «Принятие решения о подготовке документации по планировке территории, предназначенной для размещения объектов энергетики и трубопроводного транспорта федерального значения»",1,279,0.59765625
145900,Минобороны России,Проект постановления Правительства Российской Федерации,Об утверждении Правил и условий расчета дохода от инвестирования накоплений для жилищного обеспечения и учета его на именных накопительных счетах участников накопительно-ипотечной системы жилищного обеспечения военнослужащих за отдельные периоды прохождения военной службы по контракту,1,269,0.646484375
145899,Минпросвещения России,Проект ведомственного акта,"Приказ Минпросвещения России ""О внесении изменения в Порядок заполнения, учета и выдачи аттестатов об основном общем и среднем общем образовании и их дубликатов, утвержденный приказом Министерства просвещения Российской Федерации от 5 октября 2020 г. № 546""",1,458,0.587890625
145898,Минтранс России,Проект ведомственного акта,"Об установлении значений минимальной разницы в расписаниях между временем прибытия транспортных средств в пункт пропуска через Государственную границу Российской Федерации по устанавливаемому или изменяемому международному маршруту регулярных перевозок пассажиров и багажа автомобильным транспортом и временем прибытия транспортных средств в пункт пропуска через государственную границу Российской Федерации по каждому из ранее установленных международных маршрутов регулярных перевозок пассажиров и багажа 
автомобильным транспортом",1,303,0.5849609375
145896,Минкультуры России,Проект ведомственного акта,"Об утверждении перечней индикаторов риска
нарушения обязательных требований, используемых 
Министерством культуры Российской Федерации, его территориальными органами и органами государственной власти субъектов Российской Федерации в области сохранения, использования, популяризации и государственной охраны объектов культурного наследия 
при осуществлении видов федерального государственного 
контроля (надзора)",1,238,0.5849609375
145892,Минкультуры России,Проект ведомственного акта,"Об утверждении перечней индикаторов риска нарушения обязательных требований, используемых Министерством культуры Российской Федерации, его территориальными органами и органами государственной власти субъектов Российской Федерации в области сохранения, использования, популяризации и государственной охраны объектов культурного наследия при осуществлении видов федерального государственного контроля (надзора)",1,241,0.599609375
145895,ФАС России,Распоряжение правительства РФ,О внесении изменений в распоряжение Правительства Российской Федерации от 14.06.2013 № 976-р,1,354,0.27734375
145893,Роспотребнадзор,Проект ведомственного акта,"О внесении изменений в приказ Роспотребнадзора от 07.12.2022 № 664 «Об утверждении Методики установления седьмой подзоны приаэродромной территории, расчета и оценки рисков для здоровья человека»",1,293,0.478515625
145891,Минприроды России,Проект ведомственного акта,"Определение угроз безопасности персональных данных, актуальных при обработке персональных данных в информационных системах персональных данных, эксплуатируемых в сферах деятельности, нормативно-правовое регулирование которых осуществляется Министерством природных ресурсов и экологии Российской Федерации",1,275,0.609375
145890,Минтруд России,Проект ведомственного акта,"О внесении изменений
в приложения № 1 – 3 к приказу Министерства труда и социальной защиты Российской Федерации от 22 декабря 2023 г. № 884н «О распределении по субъектам Российской Федерации утвержденных Правительством Российской Федерации на 2024 год квот на выдачу иностранным гражданам, прибывающим в Российскую Федерацию на основании визы, разрешений на работу и приглашений на въезд в Российскую Федерацию в целях осуществления трудовой деятельности»",1,245,0.5673828125
145888,ФСБ России,Проект ведомственного акта,"О внесении изменений в Инструкцию об организации работы в органах федеральной службы безопасности по пенсионному обеспечению лиц, уволенных с военной службы, и их семей, утвержденную приказом ФСБ России от 14 февраля 2017 г. № 87",0,262,0.5390625
145889,Минтранс России,Проект постановления Правительства Российской Федерации,"О внесении изменения в пункт 5 Положения о Федеральном агентстве морского и речного транспорта, утвержденного постановлением Правительства Российской Федерации от 23 июля 2004 г. № 371",1,314,0.513671875
145887,Росфинмониторинг,Проект постановления Правительства Российской Федерации,"О внесении изменений в Положение о представлении информации в Федеральную службу по финансовому мониторингу организациями, осуществляющими операции с денежными средствами или иным имуществом, и индивидуальными предпринимателями и направлении Федеральной службой по финансовому мониторингу запросов в организации, осуществляющие операции с денежными средствами или иным имуществом, и индивидуальным предпринимателям",1,311,0.6376953125
145886,Рособрнадзор,Проект ведомственного акта,"О признании утратившими силу приказа Федеральной службы по надзору в сфере образования и науки от 7 июня 2021 г. № 771 и подпунктов 
«в» и «з» пункта 8 Порядка определения нормативных затрат 
на выполнение работ федеральными государственными автономными 
и бюджетными учреждениями, находящимися в ведении Федеральной службы по надзору в сфере образования и науки, утвержденного приказом Федеральной службы по надзору в сфере образования и науки 
от 24 августа 2022 г. № 919",1,254,0.5556640625
145885,Минфин России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 28 декабря 2005 г. № 819,0.931034,532,0.3466796875
145883,Минсельхоз России,Проект ведомственного акта,"О внесении изменений в порядок, размеры и условия выплат ежемесячной надбавки к месячному должностному окладу в иностранной валюте за особые условия работы в стране пребывания федеральных государственных гражданских служащих Министерства сельского хозяйства Российской Федерации, замещающих должности представителей Министерства сельского хозяйства Российской Федерации за рубежом, утвержденные приказом Министерства сельского хозяйства Российской Федерации от 28 июня 2021 г. № 422",1,245,0.59375
145882,Центральный банк Российской Федерации,Проект ведомственного акта,О порядке отражения на счетах бухгалтерского учета негосударственными пенсионными фондами договоров долгосрочных сбережений,1,263,0.404296875
145884,ФАС России,Проект ведомственного акта,"О внесении изменения в Порядок рассмотрения информации о фактах повышения поставщиками (исполнителями, подрядчиками) цен на сырье, материалы и комплектующие изделия, работы, услуги, необходимые для выполнения государственного оборонного заказа, в целях обнаружения признаков нарушения антимонопольного законодательства, утверждённый приказом ФАС России от 23 марта 2018 г. № 362/18",1,293,0.5732421875
